	GSM461182_untreat_single_featureCounts	GSM461178_untreat_paired_featureCounts	GSM461177_untreat_paired_featureCounts	GSM461176_untreat_single_featureCounts	GSM461181_treat_paired_featureCounts	GSM461180_treat_paired_featureCounts	GSM461179_treat_single_featureCounts
FBgn0267686	0	0	0	0	0	0	0
FBti0062552	0	0	0	0	0	0	0
FBti0061858	0	0	0	0	0	0	0
FBgn0037777	51.6668734703653	44.068650939551	46.666860616433	57.6106977965049	41.8732479436187	35.8609491493139	50.8699287216481
FBgn0046685	1143.33790969905	1291.66735512477	1274.00529482862	1041.5012236429	1408.91163669117	1495.7004207693	1097.6367094269
FBgn0259733	0	0	0	0	0	0	0
FBgn0266388	2.50001000663058	6.07843461235186	3.11112404109553	5.51058848488308	4.92626446395514	7.47103107277373	2.62216127431176
FBti0061730	0	0	0	0	0	0	0
FBgn0267561	0	0	0	1.00192517906965	0	0	2.62216127431176
FBgn0038993	12.5000500331529	4.5588259592639	12.4444961643821	9.01732661162686	8.62096281192149	2.98841242910949	10.488645097247
FBgn0262971	0	0	0	0	0	0	0
FBgn0039313	0.83333666887686	3.03921730617593	0	4.50866330581343	0	1.49420621455475	4.19545803889881
FBgn0004395	850.003402254397	770.441587115598	896.003723835513	968.861648160353	704.455818345584	681.358033836964	873.704136600678
FBgn0051201	6.66669335101488	0	1.55556202054777	1.50288776860448	0	0	3.14659352917411
FBgn0266674	518.335408041407	455.88259592639	409.112811404062	449.864405402273	470.458256307716	493.088050803066	477.23335192474
FBgn0267767	0	1.51960865308797	0	0	0	0	1.0488645097247
FBgn0039019	235.000940623274	296.323687352153	259.778857431477	206.897549477883	312.817793461151	325.736954772934	242.287701746406
FBti0062939	0	0	0	0	0	0	0
FBgn0039172	1183.33806980514	1420.83409063725	1188.44938369849	1220.84583069637	1686.01401278865	1564.43390663882	1224.02488284873
RR46358_transposable_element	2.50001000663058	3.03921730617593	9.3333721232866	3.50673812674378	2.46313223197757	7.47103107277373	4.71989029376116
FBgn0011290	611.669114955615	577.451288173427	504.002094657476	680.808159177828	644.109078662134	620.095579040219	597.328338288218
FBgn0262384	0	0	0	0	0	0	0
FBgn0283626	0	0	0	0	0	0	0.524432254862352
FBgn0267816	1.66667333775372	0	0	2.0038503581393	0	0	1.0488645097247
FBgn0037747	358.33476761705	369.264902700376	308.001280068458	267.013060222062	418.732479436187	410.906709002555	387.555436343278
FBgn0037751	205.000820543707	194.50990759526	164.889574178063	163.313804188353	190.892747978262	203.212045179445	137.401250773936
FBgn0039486	6.66669335101488	7.59804326543983	0	3.50673812674378	11.0840950438991	8.96523728732847	4.71989029376116
FBgn0039228	4.1666833443843	4.5588259592639	4.6666860616433	0.500962589534826	1.23156611598878	1.49420621455475	2.62216127431176
FBgn0039073	131.667193682544	126.127518206301	172.667384280802	126.242572562776	171.187690122441	258.497675117971	184.600153711548
